pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,ra,dec,FUVmag,e_FUVmag,NUVmag,e_NUVmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Bmag,e_Bmag,Vmag,e_Vmag,gpmag,e_gpmag,rpmag,e_rpmag,ipmag,e_ipmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,tic_Bmag,tic_e_Bmag,tic_Vmag,tic_e_Vmag,gaiamag,e_gaiamag,Tmag,e_Tmag
Kepler-1516 b,Kepler-1516,2126237857838346368,2126237857838346368,159763612,291.4945795,44.5234227,,,,,,,,,,,,,,,15.508999824523900,0.05700000002980230,14.697999954223600,0.04100000113248830,15.065999984741200,0.02800000086426740,14.48799991607670,0.07900000363588330,14.35099983215330,0.028999999165535000,14.8788,0.0013,14.4154,0.0137,14.2528,0.0008,14.1954,0.0031,14.1517,0.0034,13.233,0.019,12.947,0.017,12.815,0.021,12.82,0.024,12.863,0.024,12.919,0.421,8.911,,15.509,0.057,14.65,0.08,14.4469,0.000266,13.9609,0.0075
Kepler-745 b,Kepler-745,2051748659478657152,2051748659478657152,137307173,291.4994412,37.0592571,,,,,17.1908,0.00881784,15.6542,0.00322412,15.1154,0.00322546,14.9422,0.00366568,14.8472,0.00486706,,,,,,,,,,,15.6142,0.0028,15.1396,0.0025,14.9713,0.0036,14.9215,0.006,14.8586,0.0022,13.998,0.027,13.664,0.027,13.621,0.048,13.566,0.025,13.679,0.031,12.781,,9.246,,15.512,0.067,15.427,0.08,15.1634,0.000401,14.6677,0.0066
Kepler-220 c,Kepler-220,2129084935820532608,2129084935820532608,159759306,291.5060432,46.8956262,,,,,,,,,,,,,,,14.321999549865700,0.09399999678134920,13.201000213623000,0.03999999910593030,13.76099967956540,0.11800000071525600,12.793000221252400,0.04600000008940700,12.442000389099100,0.08399999886751180,13.6739,0.0034,13.081,,12.687,,12.446,,12.256,0.0029,11.206,0.021,10.672,0.021,10.55,0.014,10.496,0.023,10.566,0.02,10.445,0.053,9.51,,14.322,0.094,13.049,0.092,12.8566,0.000201,12.1813,0.006
Kepler-220 d,Kepler-220,2129084935820532608,2129084935820532608,159759306,291.5060432,46.8956262,,,,,,,,,,,,,,,14.321999549865700,0.09399999678134920,13.201000213623000,0.03999999910593030,13.76099967956540,0.11800000071525600,12.793000221252400,0.04600000008940700,12.442000389099100,0.08399999886751180,13.6739,0.0034,13.081,,12.687,,12.446,,12.256,0.0029,11.206,0.021,10.672,0.021,10.55,0.014,10.496,0.023,10.566,0.02,10.445,0.053,9.51,,14.322,0.094,13.049,0.092,12.8566,0.000201,12.1813,0.006
Kepler-220 e,Kepler-220,2129084935820532608,2129084935820532608,159759306,291.5060432,46.8956262,,,,,,,,,,,,,,,14.321999549865700,0.09399999678134920,13.201000213623000,0.03999999910593030,13.76099967956540,0.11800000071525600,12.793000221252400,0.04600000008940700,12.442000389099100,0.08399999886751180,13.6739,0.0034,13.081,,12.687,,12.446,,12.256,0.0029,11.206,0.021,10.672,0.021,10.55,0.014,10.496,0.023,10.566,0.02,10.445,0.053,9.51,,14.322,0.094,13.049,0.092,12.8566,0.000201,12.1813,0.006
Kepler-220 b,Kepler-220,2129084935820532608,2129084935820532608,159759306,291.5060432,46.8956262,,,,,,,,,,,,,,,14.321999549865700,0.09399999678134920,13.201000213623000,0.03999999910593030,13.76099967956540,0.11800000071525600,12.793000221252400,0.04600000008940700,12.442000389099100,0.08399999886751180,13.6739,0.0034,13.081,,12.687,,12.446,,12.256,0.0029,11.206,0.021,10.672,0.021,10.55,0.014,10.496,0.023,10.566,0.02,10.445,0.053,9.51,,14.322,0.094,13.049,0.092,12.8566,0.000201,12.1813,0.006
Kepler-1968 b,Kepler-1968,2126669411851377792,2126669411851377792,159762011,291.5080318,45.3700933,,,,,,,,,,,,,,,,,,,,,,,,,16.69,0.0034,15.9103,0.0024,15.6314,0.0021,15.5124,0.0021,15.419,0.0035,14.428,0.028,13.916,0.031,13.802,0.041,13.76,0.025,13.849,0.031,12.371,,8.756,,17.594,0.068,16.303,0.217,15.9711,0.000534,15.3227,0.0068
Kepler-977 b,Kepler-977,2101760014585798528,2101760014585798528,159768168,291.5161959,42.2480736,,,,,,,,,,,,,,,15.9350004196167,0.1080000028014180,15.130999565124500,0.04699999839067460,15.376999855041500,0.10499999672174500,14.871000289917000,0.029999999329447700,14.6899995803833,0.07999999821186070,15.3998,0.0024,14.7978,0.0021,14.5602,0.0009,14.4604,0.0033,14.3911,0.0034,13.434,0.025,13.018,0.018,12.92,0.028,12.858,0.024,12.909,0.025,12.774,,9.138,,15.935,0.108,14.754,0.057,14.8235,0.000441,14.2491,0.0074
Kepler-1776 b,Kepler-1776,2129103700534539136,2129103700534539136,159728250,291.5344017,47.0424958,,,,,,,,,,,,,,,14.208999633789100,0.12399999797344200,13.637999534606900,0.06300000101327900,13.890000343322800,0.12399999797344200,13.508999824523900,0.041999999433755900,13.387999534606900,0.0860000029206276,13.8847,0.0027,13.5612,0.0022,13.4369,0.0052,13.4344,0.0003,13.4087,0.0035,12.592,0.023,12.313,0.02,12.259,0.02,12.163,0.023,12.201,0.022,12.631,0.379,9.167,,14.209,0.124,13.68,0.092,13.5571,0.000245,13.1518,0.0064
Kepler-1357 b,Kepler-1357,2130115281293911552,2130115281293911552,26472830,291.5480665,50.3532584,,,,,,,,,,,,,,,,,,,,,,,,,15.6514,0.0017,15.1882,0.0019,15.0161,0.0019,14.9824,0.0019,14.9333,0.002,14.05,0.023,13.676,0.023,13.612,0.047,13.6,0.024,13.643,0.028,12.819,0.314,9.342,,16.466,0.042,15.322,0.126,15.2205,0.000447,14.7317,0.0065
Kepler-1807 b,Kepler-1807,2126190991155243264,2126190991155243264,159763602,291.5494119,44.5272788,,,,,,,,,,,,,,,,,,,,,,,,,14.2827,0.002,13.9309,0.0027,13.8092,0.0024,13.7785,0.002,13.7474,0.0042,12.861,0.019,12.638,0.017,12.577,0.021,12.527,0.023,12.563,0.022,12.625,0.336,9.566,,14.18,0.063,14.127,0.069,13.9341,0.000267,13.5198,0.0077
Kepler-566 b,Kepler-566,2129241586165440768,2129241586165440768,159727092,291.5544735,47.8144362,,,,,,,,,,,,,,,16.2549991607666,0.0,15.178000450134300,0.009999999776482580,15.720999717712400,0.02800000086426740,14.946999549865700,0.024000000208616300,14.680999755859400,0.03500000014901160,15.5741,0.0017,14.9256,0.0056,14.6728,0.0023,14.5757,0.0023,14.5039,0.0056,13.508,0.022,13.089,0.022,12.929,0.025,12.892,0.023,12.952,0.023,12.757,0.375,9.653,,16.255,0.0,15.217,0.08,14.9644,0.000409,14.3762,0.0065
Kepler-416 d,Kepler-416,2052975370856687744,2052975370856687744,137217372,291.5569554,39.2272923,,,,,,,,,,,,,,,,,,,,,,,,,14.4433,0.0043,13.9851,0.0016,13.8529,0.0144,13.8067,0.0046,13.7507,0.0042,12.874,0.025,12.576,0.025,12.51,0.027,,,,,,,,,,,14.166,0.092,14.0197,0.000226,13.544,0.0099
Kepler-416 b,Kepler-416,2052975370856687744,2052975370856687744,137217372,291.5569554,39.2272923,,,,,,,,,,,,,,,,,,,,,,,,,14.4433,0.0043,13.9851,0.0016,13.8529,0.0144,13.8067,0.0046,13.7507,0.0042,12.874,0.025,12.576,0.025,12.51,0.027,,,,,,,,,,,14.166,0.092,14.0197,0.000226,13.544,0.0099
Kepler-416 c,Kepler-416,2052975370856687744,2052975370856687744,137217372,291.5569554,39.2272923,,,,,,,,,,,,,,,,,,,,,,,,,14.4433,0.0043,13.9851,0.0016,13.8529,0.0144,13.8067,0.0046,13.7507,0.0042,12.874,0.025,12.576,0.025,12.51,0.027,,,,,,,,,,,14.166,0.092,14.0197,0.000226,13.544,0.0099
Kepler-1689 b,Kepler-1689,2052740449026979584,2052740449026979584,137218786,291.5741663,38.6559433,,,,,14.4947,0.00445136,14.8466,0.00823316,13.9398,0.00753726,14.5158,0.00971706,12.853,0.0046358,,,,,,,,,,,12.6634,0.0814,12.0015,0.0102,12.1853,0.0287,12.1535,0.0718,11.9004,0.0257,11.065,0.021,10.782,0.018,10.706,0.019,10.665,0.023,10.714,0.02,10.869,0.095,9.1,,13.1,0.066,12.227,0.08,12.1077,0.000157,11.678,0.006
Kepler-1218 b,Kepler-1218,2126191334752646016,2126191334752646016,159763595,291.5788505,44.5316825,,,,,,,,,,,,,,,,,,,,,,,13.451000213623000,0.04500000178813930,13.9111,0.0022,13.5272,0.0006,13.446,,13.4019,0.0031,13.3723,0.0028,12.501,0.021,12.227,0.018,12.177,0.018,12.127,0.023,12.157,0.022,11.853,0.179,9.235,,14.614,0.066,13.73,0.069,13.5511,0.000226,13.1286,0.0085
Kepler-767 b,Kepler-767,2052567623840745216,2052567623840745216,137220387,291.5791562,38.0358066,,,,,,,,,,,,,,,,,,,,,,,,,15.8439,0.0039,15.3863,0.0028,15.2389,0.0024,15.1883,0.0047,15.1462,0.0038,14.26,0.028,13.891,0.031,13.812,0.055,13.683,0.025,13.528,0.03,11.685,0.153,8.701,,15.94,0.068,15.678,0.458,15.4176,0.000437,14.9345,0.0075
Kepler-1536 b,Kepler-1536,2126773904116001536,2126773904116001536,62999585,291.5852554,45.7158742,,,,,,,,,,,,,,,,,,,,,,,14.682999610900900,0.09799999743700030,16.1482,0.0037,15.123,0.0037,14.6928,0.003,14.5007,0.0011,14.3727,0.0032,13.306,0.021,12.697,0.02,12.55,0.026,12.5,0.023,12.543,0.023,12.322,0.253,9.639,,17.096,0.041,15.464,0.126,15.1407,0.000482,14.3805,0.0063
CoRoT-8 b,CoRoT-8,4287832775526476800,4287832775526476800,391880567,291.5885696,1.4262972,,,,,,,,,,,,,,,16.0049991607666,0.06400000303983690,14.630000114440900,0.1120000034570690,15.416000366210900,0.05000000074505810,14.119000434875500,0.10100000351667400,13.670000076293900,0.07500000298023220,15.2791,0.0038,14.2439,0.0019,14.0029,0.0471,13.5172,0.001,13.3238,0.0,12.154,0.023,11.641,0.024,11.463,0.021,11.401,0.024,11.465,0.022,11.567,0.228,8.22,,16.005,0.064,14.792,0.034,14.2195,0.000262,13.4202,0.0061
Kepler-808 b,Kepler-808,2129330577887487744,2129330577887487744,26417717,291.5941514,48.4454907,,,,,,,,,,,,,,,15.904000282287600,0.032999999821186100,14.657999992370600,0.05000000074505810,15.270000457763700,0.013000000268220900,14.333000183105500,0.09099999815225600,13.95199966430660,0.0430000014603138,15.1125,0.0043,14.3038,0.0028,13.9643,0.0126,13.8099,0.0066,13.7206,0.0089,12.555,0.022,12.011,0.019,11.879,0.022,11.78,0.023,11.795,0.021,11.616,0.139,8.986,,15.904,0.033,14.519,0.103,14.3539,0.002514,13.6653,0.0065
K2-280 b,K2-280,6772454416893148928,6772454416893148928,119605900,291.5953596,-22.2477071,,,,,,,,,,,,,,,13.269000053405800,0.006000000052154060,12.53600025177000,0.04100000113248830,12.850000381469700,0.014999999664723900,12.317999839782700,0.017000000923872000,12.0649995803833,0.0430000014603138,13.329,,12.774,,12.42,,12.17,,12.0924,0.003,11.141,0.021,10.854,0.024,10.765,0.019,10.726,0.023,10.779,0.021,10.537,0.122,8.579,,13.269,0.006,12.524,0.08,12.3604,0.000193,11.8657,0.0061
Kepler-1129 b,Kepler-1129,2101651781408908160,2101651781408908160,137212833,291.6044965,41.3093275,,,,,,,,,,,,,,,,,,,,,,,,,15.6753,0.0053,15.2253,0.0019,15.0943,0.0032,15.0378,0.0042,15.0009,0.0038,14.173,0.026,13.804,0.03,13.783,0.055,13.663,0.026,13.706,0.033,12.354,,9.39,,16.925,-0.076,15.661,0.24,15.2572,0.000557,14.7803,0.0069
Kepler-1129 c,Kepler-1129,2101651781408908160,2101651781408908160,137212833,291.6044965,41.3093275,,,,,,,,,,,,,,,,,,,,,,,,,15.6753,0.0053,15.2253,0.0019,15.0943,0.0032,15.0378,0.0042,15.0009,0.0038,14.173,0.026,13.804,0.03,13.783,0.055,13.663,0.026,13.706,0.033,12.354,,9.39,,16.925,-0.076,15.661,0.24,15.2572,0.000557,14.7803,0.0069
Kepler-1686 b,Kepler-1686,2101744552703459712,2101744552703459712,63005636,291.6067189,42.0359783,,,,,,,,,,,,,,,14.673999786377000,0.01600000075995920,13.911999702453600,0.026000000536441800,14.206999778747600,0.0,13.75,0.032999999821186100,13.656999588012700,0.0430000014603138,14.1237,0.0028,13.7559,0.0054,13.6182,0.001,13.5912,0.0028,13.5656,0.0045,12.659,0.025,12.395,0.02,12.336,0.023,12.272,0.023,12.307,0.021,12.659,0.435,8.934,,14.674,0.016,13.661,0.069,13.7519,0.000207,13.3116,0.0085
Kepler-376 b,Kepler-376,2052681801254023808,2052681801251572480,137219378,291.6071451,38.4103192,,,,,15.4435,0.00453067,14.1804,0.00294582,12.5531,0.00239925,15.5933,0.0133143,13.5787,0.00418905,,,,,,,,,,,14.0946,0.0021,13.7287,0.0039,13.6078,0.0109,13.573,0.0014,13.5445,0.0032,12.697,0.023,12.384,0.021,12.32,0.025,12.314,0.022,12.338,0.023,12.487,0.348,9.158,0.487,14.453,0.066,13.86,0.126,13.734,0.000249,13.3032,0.008
Kepler-376 c,Kepler-376,2052681801254023808,2052681801251572480,137219378,291.6071451,38.4103192,,,,,15.4435,0.00453067,14.1804,0.00294582,12.5531,0.00239925,15.5933,0.0133143,13.5787,0.00418905,,,,,,,,,,,14.0946,0.0021,13.7287,0.0039,13.6078,0.0109,13.573,0.0014,13.5445,0.0032,12.697,0.023,12.384,0.021,12.32,0.025,12.314,0.022,12.338,0.023,12.487,0.348,9.158,0.487,14.453,0.066,13.86,0.126,13.734,0.000249,13.3032,0.008
Kepler-1317 b,Kepler-1317,2101746579928077440,2101746579928077440,63005467,291.6118842,42.1159787,,,,,,,,,,,,,,,,,,,,,,,,,15.8497,0.0029,15.1779,0.0013,14.9638,0.0047,14.8374,0.0011,14.7761,0.0037,13.822,0.025,13.316,0.025,13.309,0.041,13.226,0.025,13.296,0.03,12.304,,9.39,,15.909,0.043,15.083,0.115,15.2339,0.000434,14.6369,0.0069
Kepler-680 b,Kepler-680,2130124528361197952,2130124528361197952,26473621,291.622381,50.6181793,,,,,,,,,,,,,,,,,,,,,,,,,15.652,0.0015,15.1756,0.0029,15.0128,0.0034,14.9734,0.0022,14.9218,0.0021,14.012,0.027,13.72,0.029,13.764,0.057,13.606,0.024,13.676,0.027,13.43,,9.709,,16.715,0.045,15.321,0.286,15.2152,0.000357,14.7221,0.0063
Kepler-390 b,Kepler-390,2101638759069485568,2101638759069485568,137340986,291.6288086,41.2088351,,,,,,,,,,,,,,,15.079999923706100,0.02500000037252900,14.168000221252400,0.04899999871850010,14.543999671936000,0.017999999225139600,13.940999984741200,0.06199999898672100,13.713000297546400,0.06700000166893010,14.4585,0.0024,13.8773,0.0013,13.6703,0.0026,13.6072,0.001,13.5428,0.0023,12.584,0.021,12.194,0.018,12.075,0.023,12.045,0.023,12.082,0.022,12.045,0.219,8.983,,15.08,0.025,14.231,0.092,13.9222,0.000241,13.374,0.006
Kepler-390 c,Kepler-390,2101638759069485568,2101638759069485568,137340986,291.6288086,41.2088351,,,,,,,,,,,,,,,15.079999923706100,0.02500000037252900,14.168000221252400,0.04899999871850010,14.543999671936000,0.017999999225139600,13.940999984741200,0.06199999898672100,13.713000297546400,0.06700000166893010,14.4585,0.0024,13.8773,0.0013,13.6703,0.0026,13.6072,0.001,13.5428,0.0023,12.584,0.021,12.194,0.018,12.075,0.023,12.045,0.023,12.082,0.022,12.045,0.219,8.983,,15.08,0.025,14.231,0.092,13.9222,0.000241,13.374,0.006
Kepler-206 c,Kepler-206,2101715862321812736,2101715862321812736,137342279,291.6346564,41.8338415,,,,,,,,,,,,,,,14.427000045776400,0.013000000268220900,13.626999855041500,0.02500000037252900,13.960000038147000,0.006000000052154060,13.468999862670900,0.010999999940395400,13.324000358581500,0.027000000700354600,13.8636,0.0033,13.4873,0.045,13.383,,13.2621,0.0005,13.2352,0.0021,12.33,0.022,12.048,0.021,12.001,0.023,11.949,0.022,12.005,0.022,12.32,0.284,9.278,,14.427,0.013,13.507,0.08,13.4609,0.000199,12.9995,0.0083
Kepler-206 d,Kepler-206,2101715862321812736,2101715862321812736,137342279,291.6346564,41.8338415,,,,,,,,,,,,,,,14.427000045776400,0.013000000268220900,13.626999855041500,0.02500000037252900,13.960000038147000,0.006000000052154060,13.468999862670900,0.010999999940395400,13.324000358581500,0.027000000700354600,13.8636,0.0033,13.4873,0.045,13.383,,13.2621,0.0005,13.2352,0.0021,12.33,0.022,12.048,0.021,12.001,0.023,11.949,0.022,12.005,0.022,12.32,0.284,9.278,,14.427,0.013,13.507,0.08,13.4609,0.000199,12.9995,0.0083
Kepler-206 b,Kepler-206,2101715862321812736,2101715862321812736,137342279,291.6346564,41.8338415,,,,,,,,,,,,,,,14.427000045776400,0.013000000268220900,13.626999855041500,0.02500000037252900,13.960000038147000,0.006000000052154060,13.468999862670900,0.010999999940395400,13.324000358581500,0.027000000700354600,13.8636,0.0033,13.4873,0.045,13.383,,13.2621,0.0005,13.2352,0.0021,12.33,0.022,12.048,0.021,12.001,0.023,11.949,0.022,12.005,0.022,12.32,0.284,9.278,,14.427,0.013,13.507,0.08,13.4609,0.000199,12.9995,0.0083
Kepler-245 c,Kepler-245,2101768089124657664,2101768089124657664,63004906,291.6389972,42.4363482,,,,,,,,,,,,,,,16.910999298095700,0.0,16.104000091552700,0.0,16.18600082397460,0.035999998450279200,15.678999900817900,0.0,15.458999633789100,0.0,16.2274,0.0053,15.5546,0.0044,15.3244,0.0031,15.2269,0.003,15.1585,0.0044,14.121,0.028,13.688,0.033,13.639,0.053,13.427,0.023,13.419,0.029,12.177,,9.426,,16.911,0.0,15.546,0.252,15.5969,0.000697,14.9988,0.0078
Kepler-245 b,Kepler-245,2101768089124657664,2101768089124657664,63004906,291.6389972,42.4363482,,,,,,,,,,,,,,,16.910999298095700,0.0,16.104000091552700,0.0,16.18600082397460,0.035999998450279200,15.678999900817900,0.0,15.458999633789100,0.0,16.2274,0.0053,15.5546,0.0044,15.3244,0.0031,15.2269,0.003,15.1585,0.0044,14.121,0.028,13.688,0.033,13.639,0.053,13.427,0.023,13.419,0.029,12.177,,9.426,,16.911,0.0,15.546,0.252,15.5969,0.000697,14.9988,0.0078
Kepler-245 d,Kepler-245,2101768089124657664,2101768089124657664,63004906,291.6389972,42.4363482,,,,,,,,,,,,,,,16.910999298095700,0.0,16.104000091552700,0.0,16.18600082397460,0.035999998450279200,15.678999900817900,0.0,15.458999633789100,0.0,16.2274,0.0053,15.5546,0.0044,15.3244,0.0031,15.2269,0.003,15.1585,0.0044,14.121,0.028,13.688,0.033,13.639,0.053,13.427,0.023,13.419,0.029,12.177,,9.426,,16.911,0.0,15.546,0.252,15.5969,0.000697,14.9988,0.0078
Kepler-245 e,Kepler-245,2101768089124657664,2101768089124657664,63004906,291.6389972,42.4363482,,,,,,,,,,,,,,,16.910999298095700,0.0,16.104000091552700,0.0,16.18600082397460,0.035999998450279200,15.678999900817900,0.0,15.458999633789100,0.0,16.2274,0.0053,15.5546,0.0044,15.3244,0.0031,15.2269,0.003,15.1585,0.0044,14.121,0.028,13.688,0.033,13.639,0.053,13.427,0.023,13.419,0.029,12.177,,9.426,,16.911,0.0,15.546,0.252,15.5969,0.000697,14.9988,0.0078
Kepler-496 b,Kepler-496,2101650647537529088,2101650647537529088,137341066,291.6408978,41.2411044,,,,,,,,,,,,,,,16.00200080871580,0.03799999877810480,15.088000297546400,0.04899999871850010,15.458000183105500,0.02500000037252900,14.812000274658200,0.052000001072883600,14.553999900817900,0.02800000086426740,15.3464,0.0021,14.7513,0.0034,14.5384,0.0014,14.4567,0.0019,14.3947,0.0032,13.441,0.023,13.023,0.019,12.909,0.032,12.914,0.024,12.998,0.026,12.45,,9.296,,16.002,0.038,15.106,0.263,14.796,0.00034,14.2348,0.0083
Kepler-1109 b,Kepler-1109,2052983514114840192,2052983514114840192,137336979,291.6462654,39.3966122,,,,,,,,,,,,,,,,,,,,,,,,,14.7408,0.0041,14.227,0.0024,14.0633,0.001,13.9758,0.0023,13.9538,0.0018,13.055,0.021,12.718,0.019,12.707,0.028,12.581,0.023,12.628,0.024,12.497,0.403,8.824,,14.982,0.066,14.405,0.126,14.2665,0.00024,13.7535,0.0067
Kepler-483 b,Kepler-483,2101719263935952768,2101719263935952768,137342400,291.6467764,41.8846843,,,,,,,,,,,,,,,14.128999710083000,0.032999999821186100,13.510000228881800,0.02800000086426740,13.729999542236300,0.006000000052154060,13.439000129699700,0.024000000208616300,13.366999626159700,0.041999999433755900,13.6732,0.0052,13.4121,0.0078,13.456,,13.3127,0.0012,13.3105,0.0024,12.516,0.022,12.251,0.021,12.222,0.024,12.179,0.022,12.217,0.022,12.232,0.282,9.343,,14.129,0.033,13.452,0.08,13.3892,0.000223,13.0296,0.0075
Kepler-111 b,Kepler-111,2126569051355142656,2126569051355142656,63001143,291.653163,44.6882613,,,,,,,,,,,,,,,14.340999603271500,0.03099999949336050,13.619000434875500,0.04100000113248830,13.925000190734900,0.029999999329447700,13.458000183105500,0.05299999937415120,13.324999809265100,0.024000000208616300,13.7881,0.0031,13.333,,13.26,,13.2841,0.0032,13.2633,0.002,12.412,0.021,12.111,0.021,12.11,0.023,12.04,0.024,12.095,0.021,12.202,0.221,9.055,,14.341,0.031,13.543,0.069,13.4192,0.000235,12.9937,0.0088
Kepler-111 c,Kepler-111,2126569051355142656,2126569051355142656,63001143,291.653163,44.6882613,,,,,,,,,,,,,,,14.340999603271500,0.03099999949336050,13.619000434875500,0.04100000113248830,13.925000190734900,0.029999999329447700,13.458000183105500,0.05299999937415120,13.324999809265100,0.024000000208616300,13.7881,0.0031,13.333,,13.26,,13.2841,0.0032,13.2633,0.002,12.412,0.021,12.111,0.021,12.11,0.023,12.04,0.024,12.095,0.021,12.202,0.221,9.055,,14.341,0.031,13.543,0.069,13.4192,0.000235,12.9937,0.0088
Kepler-234 c,Kepler-234,2052688467040906624,2052688467040906624,137318075,291.6535379,38.4946597,,,,,,,,,,,,,,,,,,,,,,,,,15.9004,0.0035,15.4661,0.0018,15.327,0.0027,15.2947,0.004,15.2632,0.0034,14.387,0.028,14.104,0.036,14.065,0.069,14.077,0.025,14.159,0.035,12.844,,8.875,,15.914,0.067,15.747,0.149,15.5014,0.000479,15.0376,0.0081
Kepler-234 b,Kepler-234,2052688467040906624,2052688467040906624,137318075,291.6535379,38.4946597,,,,,,,,,,,,,,,,,,,,,,,,,15.9004,0.0035,15.4661,0.0018,15.327,0.0027,15.2947,0.004,15.2632,0.0034,14.387,0.028,14.104,0.036,14.065,0.069,14.077,0.025,14.159,0.035,12.844,,8.875,,15.914,0.067,15.747,0.149,15.5014,0.000479,15.0376,0.0081
Kepler-1191 b,Kepler-1191,2129250313538148736,2129250313538148736,26538999,291.6577923,48.0092619,,,21.7746,0.4988,,,,,,,,,,,16.523000717163100,0.017999999225139600,15.53600025177000,0.050999999046325700,15.97599983215330,0.04600000008940700,15.35099983215330,0.04699999839067460,15.189000129699700,0.07999999821186070,15.811,0.0051,15.2666,0.0033,15.0731,0.0013,15.0049,0.0041,14.9471,0.0038,14.081,0.023,13.648,0.028,13.526,0.045,13.527,0.023,13.609,0.026,13.162,,9.73,,16.523,0.018,15.319,0.092,15.3125,0.000415,14.7794,0.0066
Kepler-2001 c,Kepler-2001,2130124219123552256,2130124219123552256,26488618,291.6594558,50.5838585,,,,,,,,,,,,,,,,,,,16.381999969482400,0.09000000357627870,15.609999656677200,0.052000001072883600,15.4350004196167,0.0,16.4565,0.0051,15.7002,0.0022,15.4401,0.0025,15.3301,0.0016,15.251,0.0029,14.244,0.028,13.756,0.022,13.551,0.048,13.641,0.024,13.703,0.027,12.953,,9.602,,17.631,0.045,15.981,0.172,15.7733,0.0009860001,15.1411,0.0065
Kepler-2001 b,Kepler-2001,2130124219123552256,2130124219123552256,26488618,291.6594558,50.5838585,,,,,,,,,,,,,,,,,,,16.381999969482400,0.09000000357627870,15.609999656677200,0.052000001072883600,15.4350004196167,0.0,16.4565,0.0051,15.7002,0.0022,15.4401,0.0025,15.3301,0.0016,15.251,0.0029,14.244,0.028,13.756,0.022,13.551,0.048,13.641,0.024,13.703,0.027,12.953,,9.602,,17.631,0.045,15.981,0.172,15.7733,0.0009860001,15.1411,0.0065
Kepler-1197 b,Kepler-1197,2125790322246812672,2125790322246812672,63004645,291.6693437,42.5907441,,,,,,,,,,,,,,,,,,,,,,,,,15.9473,0.0036,15.0626,0.0029,14.7374,0.0032,14.6062,0.0011,14.503,0.005,13.47,0.025,12.91,0.028,12.814,0.029,12.695,0.023,12.681,0.024,12.559,,9.374,,16.706,0.043,15.346,0.16,15.1132,0.000726,14.4234,0.0063
Kepler-1895 b,Kepler-1895,2129716192930293888,2129716192930293888,26493559,291.6756005,48.7625419,,,,,,,,,,,,,,,16.840999603271500,0.07800000160932540,15.829000473022500,0.1889999955892560,16.270000457763700,0.028999999165535000,15.49899959564210,0.03999999910593030,15.081000328064000,0.0,16.1321,0.0032,15.4213,0.0018,15.1567,0.0016,15.0691,0.0156,14.9685,0.0027,13.992,0.025,13.47,0.026,13.441,0.044,13.274,0.024,13.261,0.025,11.792,0.145,9.253,,16.841,0.078,15.787,0.195,15.4813,0.000702,14.8623,0.0065
